2   H20961+H28126
91  H21792+H29089
106 C40280
80  C6007B+H28126
83  C40670+C6007B
4   C8861+H20961
127 C3651+H20961
131 C40670+CongoA4B
88  C40280+H21792
61  C40670+H20961
29  C40670
96  C3651+H29089
34  C3624+C8861
151 C8861+CongoA4B
27  C8861+H29089
58  C8861
123 H21792+H23555
33  C3624+H23555
154 C40670+CongoA4B
73  C6007B+H20961
35  C3624+C40670
1   H20961
17  C40670+H23555
39  H20961+H23555
