C40670+CongoA4B	Chimp_Bonobo
C8861+CongoA4B	Chimp_Bonobo
C40670+C6007B	Chimp_Chimp
C3624+C40670	Chimp_Chimp
C3624+C8861	Chimp_Chimp
C3651+H29089	Human_Chimp
C6007B+H28126	Human_Chimp
C40280+H21792	Human_Chimp
C3624+H23555	Human_Chimp
C40670+H20961	Human_Chimp
C40670+H23555	Human_Chimp
C8861+H20961	Human_Chimp
C6007B+H20961	Human_Chimp
C3651+H20961	Human_Chimp
H20961+H28126	Human_Chimp
H21792+H29089	Human_Chimp
H21792+H23555	Human_Chimp
H20961+H23555	Human_Chimp
